Name,Nationality,Weight,Frequency
Camila Julia,Argentina,2,6
Camila Julieta,Argentina,2,5
Camila Lola,Argentina,2,4
Camila Lucia,Argentina,3,8
Camila Lucía,Argentina,2,3
Camila Maitena,Argentina,2,3
Camila Malena,Argentina,2,6
Camila Martina,Argentina,1,2
Camila Mia,Argentina,1,1
Camila Micaela,Argentina,2,5
Camila Milagros,Argentina,2,5
Camila Mili,Argentina,2,6
Camila Mora,Argentina,2,5
Camila Olivia,Argentina,2,4
Camila Rocio,Argentina,1,1
Camila Tini,Argentina,2,5
Can,Argentina,2,6
Cand,Argentina,2,5
Cande,Argentina,7,46
Candela,Argentina,6,39
Candela Antonella,Argentina,2,5
Candela Ariadna,Argentina,3,7
Candela Ariana,Argentina,2,4
Candela Aylen,Argentina,2,3
Candela Aylén,Argentina,2,3
Candela Belén,Argentina,2,6
Candela Bianca,Argentina,2,3
Candela Camila,Argentina,2,5
Candela Cande,Argentina,2,5
Candela Carolina,Argentina,3,7
Candela Delfina,Argentina,2,4
Candela Emilia,Argentina,2,6
Candela Isabela,Argentina,2,3
Candela Jazmin,Argentina,2,5
Candela Jazmín,Argentina,2,3
Candela Josefina,Argentina,1,2
Candela Juana,Argentina,2,5
Candela Lara,Argentina,2,3
Candela Lola,Argentina,1,1
Candela Luli,Argentina,2,3
Candela Macarena,Argentina,1,2
Candela Maia,Argentina,2,4
Candela Maitena,Argentina,2,3
Candela Mercedes,Argentina,2,6
Candela Micaela,Argentina,2,3
Candela Mili,Argentina,1,2
Candela Natalia,Argentina,2,4
Candela Olivia,Argentina,2,4
Candela Renata,Argentina,2,3
Candela Sofía,Argentina,3,7
Candela Sol,Argentina,2,3
Candela Tini,Argentina,3,10
Candela Valentina,Argentina,2,5
Candela Zoe,Argentina,2,4
Candi,Argentina,2,3
Candita,Argentina,3,8
Car,Argentina,3,8
Caro,Argentina,3,8
Caroi,Argentina,3,8
Caroita,Argentina,2,4
Carolina,Argentina,7,54
Cat,Argentina,2,5
Cata,Argentina,2,5
Catai,Argentina,2,4
Cataita,Argentina,3,8
Catalina,Argentina,8,59
Cie,Argentina,2,5
Ciel,Argentina,3,7
Cieli,Argentina,2,4
Cielita,Argentina,2,4
Cielo,Argentina,7,50
Cielo Agustina,Argentina,2,4
Cielo Ariadna,Argentina,2,5
Cielo Aylen,Argentina,2,5
Cielo Belen,Argentina,2,6
Cielo Belén,Argentina,2,4
Cielo Camila,Argentina,1,1
Cielo Cande,Argentina,2,3
Cielo Catalina,Argentina,2,3
Cielo Daiana,Argentina,2,5
Cielo Francesca,Argentina,2,3
Cielo Guadalupe,Argentina,1,2
Cielo Juana,Argentina,2,5
Cielo Julia,Argentina,2,5
Cielo Julieta,Argentina,2,5
Cielo Lara,Argentina,3,7
Cielo Lola,Argentina,2,4
Cielo Lucía,Argentina,1,2
Cielo Luz,Argentina,2,4
Cielo Maitena,Argentina,2,3
Cielo Malena,Argentina,2,4
Cielo Maria,Argentina,2,5
Cielo Mercedes,Argentina,2,4
Cielo Mia,Argentina,2,5
Cielo Milagros,Argentina,2,6
Cielo Mora,Argentina,2,3
Cielo Natalia,Argentina,2,4
Cielo Nati,Argentina,2,4
Cielo Noelia,Argentina,1,2
Cielo Pilar,Argentina,2,6
Cielo Rocio,Argentina,2,5
Cielo Sofia,Argentina,2,6
Cielo Sofía,Argentina,1,2
Cielo Valentina,Argentina,2,3
Cielo Violeta,Argentina,2,6
Cla,Argentina,2,5
Clar,Argentina,2,3
Clara,Argentina,6,42
Clari,Argentina,1,2
Clarita,Argentina,3,8
Dai,Argentina,2,4
Daia,Argentina,3,8
Daiai,Argentina,3,7
Daiaita,Argentina,2,5
Daiana,Argentina,7,48
Del,Argentina,3,8
Delf,Argentina,2,6
Delfi,Argentina,2,6
Delfina,Argentina,6,41
Delfita,Argentina,2,3
Ele,Argentina,3,8
Elen,Argentina,2,5
Elena,Argentina,7,50
Eleni,Argentina,2,6
Elenita,Argentina,2,5
Emi,Argentina,2,6
Emil,Argentina,3,7
Emili,Argentina,3,10
Emilia,Argentina,7,51
Emilita,Argentina,2,6
Emm,Argentina,2,5
Emma,Argentina,6,38
Emma Abril,Argentina,2,5
Emma Agustina,Argentina,2,3
Emma Bianca,Argentina,2,5
Emma Carolina,Argentina,2,4
Emma Catalina,Argentina,2,5
Emma Clara,Argentina,2,6
Emma Daiana,Argentina,3,7
Emma Emilia,Argentina,2,5
Emma Francesca,Argentina,2,3
Emma Guadalupe,Argentina,2,4
Emma Isabella,Argentina,2,4
Emma Jazmin,Argentina,2,3
Emma Jazmín,Argentina,2,4
Emma Josefina,Argentina,2,6
Emma Juana,Argentina,3,7
Emma Lara,Argentina,2,5
Emma Lola,Argentina,1,2
Emma Macarena,Argentina,2,4
Emma Maia,Argentina,2,5
Emma Maitena,Argentina,2,4
Emma Mia,Argentina,2,6
Emma Micaela,Argentina,1,2
Emma Milagros,Argentina,2,6
Emma Mía,Argentina,1,2
Emma Nati,Argentina,3,8
Emma Noe,Argentina,1,2
Emma Olivia,Argentina,3,7
Emma Pilar,Argentina,2,3
Emma Sabrina,Argentina,2,4
Emma Sofía,Argentina,3,7
Emma Sol,Argentina,2,5
Emma Valentina,Argentina,2,3
Emma Vicky,Argentina,2,6
Emma Victoria,Argentina,1,2
Emmai,Argentina,3,7
Emmaita,Argentina,2,5
Flo,Argentina,3,10
Flor,Argentina,2,5
Florencia,Argentina,6,41
Florencia Agustina,Argentina,2,3
Florencia Alma,Argentina,2,3
Florencia Ariadna,Argentina,2,5
Florencia Aylén,Argentina,2,3
Florencia Camila,Argentina,1,2
Florencia Cande,Argentina,2,5
Florencia Candela,Argentina,2,3
Florencia Carolina,Argentina,2,5
Florencia Clara,Argentina,1,2
Florencia Delfina,Argentina,2,3
Florencia Emma,Argentina,2,4
Florencia Guadalupe,Argentina,2,3
Florencia Isabela,Argentina,2,4
Florencia Isabella,Argentina,2,4
Florencia Jazmin,Argentina,1,2
Florencia Jazmín,Argentina,2,4
Florencia Julieta,Argentina,2,4
Florencia Lucía,Argentina,2,3
Florencia Malena,Argentina,3,7
Florencia Mercedes,Argentina,3,7
Florencia Milagros,Argentina,1,1
Florencia Mili,Argentina,1,2
Florencia Mora,Argentina,2,3
Florencia Mía,Argentina,2,5
Florencia Natalia,Argentina,1,2
Florencia Noe,Argentina,2,5
Florencia Noelia,Argentina,2,3
Florencia Rocio,Argentina,2,4
Florencia Rocío,Argentina,2,4
Florencia Sabrina,Argentina,2,4
Florencia Sol,Argentina,2,3
Florencia Tini,Argentina,2,6
Florencia Valentina,Argentina,2,3
Florencia Vicky,Argentina,2,6
Florencia Violeta,Argentina,2,4
Flori,Argentina,2,6
Florita,Argentina,2,6
Fra,Argentina,2,3
Fran,Argentina,2,6
Francesca,Argentina,7,46
Frani,Argentina,2,4
Franita,Argentina,2,5
Gua,Argentina,3,11
Guad,Argentina,2,6
Guadalupe,Argentina,6,40
Guadalupe Abril,Argentina,2,4
Guadalupe Alma,Argentina,2,4
Guadalupe Ariana,Argentina,2,4
Guadalupe Aylen,Argentina,2,4
Guadalupe Belén,Argentina,2,5
Guadalupe Bianca,Argentina,2,5
Guadalupe Camila,Argentina,3,7
Guadalupe Daiana,Argentina,2,4
Guadalupe Elena,Argentina,2,3
Guadalupe Florencia,Argentina,2,4
Guadalupe Francesca,Argentina,2,3
Guadalupe Isabela,Argentina,2,4
Guadalupe Jazmin,Argentina,2,3
Guadalupe Jessica,Argentina,2,5
Guadalupe Josefina,Argentina,2,3
Guadalupe Julia,Argentina,2,4
Guadalupe Lara,Argentina,2,4
Guadalupe Lola,Argentina,3,9
Guadalupe Lucía,Argentina,3,8
Guadalupe Maitena,Argentina,2,4
Guadalupe Malena,Argentina,2,4
Guadalupe Mercedes,Argentina,2,3
Guadalupe Micaela,Argentina,2,4
Guadalupe Mili,Argentina,2,4
Guadalupe Natalia,Argentina,2,4
Guadalupe Noe,Argentina,2,4
Guadalupe Noelia,Argentina,2,4
Guadalupe Olivia,Argentina,2,4
Guadalupe Paula,Argentina,2,3
Guadalupe Rocio,Argentina,2,3
Guadalupe Sabrina,Argentina,2,5
Guadalupe Sol,Argentina,2,6
Guadalupe Valentina,Argentina,2,4
Guadalupe Vicky,Argentina,2,3
Guadalupe Zoe,Argentina,2,4
Guadi,Argentina,2,5
Guadita,Argentina,2,6
Isa,Argentina,2,5
Isab,Argentina,3,8
Isabela,Argentina,7,47
Isabela Abril,Argentina,2,5
Isabela Ariadna,Argentina,1,1
Isabela Ariana,Argentina,1,2
Isabela Aylen,Argentina,1,2
Isabela Belen,Argentina,1,2
Isabela Belén,Argentina,3,7
Isabela Bianca,Argentina,2,5
Isabela Brenda,Argentina,1,1
Isabela Cande,Argentina,2,4
Isabela Cielo,Argentina,3,7
Isabela Daiana,Argentina,2,3
Isabela Elena,Argentina,2,3
Isabela Emilia,Argentina,2,4
Isabela Francesca,Argentina,2,4
Isabela Guadalupe,Argentina,1,2
Isabela Isabella,Argentina,2,3
Isabela Jazmín,Argentina,2,3
Isabela Josefina,Argentina,3,8
Isabela Juana,Argentina,2,3
Isabela Luli,Argentina,2,4
Isabela Maia,Argentina,1,2
Isabela Maitena,Argentina,1,2
Isabela Malena,Argentina,2,6
Isabela Martina,Argentina,2,4
Isabela Mia,Argentina,2,3
Isabela Natalia,Argentina,1,2
Isabela Nati,Argentina,1,2
Isabela Noe,Argentina,2,3
Isabela Renata,Argentina,2,4
Isabela Sofía,Argentina,2,3
Isabela Sol,Argentina,1,2
Isabela Valentina,Argentina,2,4
Isabela Violeta,Argentina,2,4
Isabela Zoe,Argentina,2,3
Isabella,Argentina,7,44
Isabi,Argentina,2,5
Isabita,Argentina,3,7
Jaz,Argentina,2,6
Jazm,Argentina,2,6
Jazmi,Argentina,3,7
Jazmie,Argentina,2,4
Jazmin,Argentina,7,52
Jazmita,Argentina,2,4
Jazmy,Argentina,3,8
Jazmín,Argentina,8,60
Jazmín Ariadna,Argentina,2,5
Jazmín Ariana,Argentina,1,1
Jazmín Camila,Argentina,2,3
Jazmín Candela,Argentina,2,5
Jazmín Clara,Argentina,2,5
Jazmín Delfina,Argentina,1,2
Jazmín Emilia,Argentina,2,4
Jazmín Emma,Argentina,2,5
Jazmín Guadalupe,Argentina,2,4
Jazmín Josefina,Argentina,2,4
Jazmín Juana,Argentina,3,8
Jazmín Julieta,Argentina,2,5
Jazmín Lucía,Argentina,3,9
Jazmín Luli,Argentina,1,2
Jazmín Maitena,Argentina,3,7
Jazmín Malena,Argentina,2,5
Jazmín Mercedes,Argentina,2,6
Jazmín Mia,Argentina,2,5
Jazmín Micaela,Argentina,2,3
Jazmín Milagros,Argentina,2,3
Jazmín Mora,Argentina,2,5
Jazmín Natalia,Argentina,3,7
Jazmín Nati,Argentina,3,7
Jazmín Noe,Argentina,1,2
Jazmín Noelia,Argentina,2,3
Jazmín Pilar,Argentina,2,5
Jazmín Rocio,Argentina,3,7
Jazmín Rocío,Argentina,2,4
Jazmín Sabrina,Argentina,2,4
Jazmín Sol,Argentina,2,3
Jazmín Tini,Argentina,2,4
Jazmín Vicky,Argentina,2,3
Jazmín Violeta,Argentina,2,4
Jazmín Zoe,Argentina,1,2
Jes,Argentina,3,8
Jess,Argentina,2,6
Jessi,Argentina,3,8
Jessica,Argentina,6,32
Jessita,Argentina,3,9
Jos,Argentina,2,5
Jose,Argentina,2,5
Josefina,Argentina,6,41
Josei,Argentina,2,4
Joseita,Argentina,1,2
Jua,Argentina,2,5
Juan,Argentina,3,10
Juana,Argentina,7,51
Juana Antonella,Argentina,2,6
Juana Aylen,Argentina,3,7
Juana Aylén,Argentina,2,5
Juana Belen,Argentina,1,2
Juana Belén,Argentina,2,5
Juana Bianca,Argentina,2,4
Juana Brenda,Argentina,2,5
Juana Camila,Argentina,2,5
Juana Cande,Argentina,2,5
Juana Carolina,Argentina,2,5
Juana Cielo,Argentina,2,3
Juana Elena,Argentina,2,3
Juana Emilia,Argentina,2,3
Juana Emma,Argentina,2,5
Juana Francesca,Argentina,2,6
Juana Jazmín,Argentina,1,2
Juana Josefina,Argentina,2,4
Juana Lara,Argentina,1,2
Juana Lola,Argentina,3,7
Juana Macarena,Argentina,2,6
Juana Maitena,Argentina,3,8
Juana Maria,Argentina,1,2
Juana Micaela,Argentina,2,5
Juana Mora,Argentina,1,2
Juana Noe,Argentina,2,5
Juana Noelia,Argentina,2,5
Juana Paula,Argentina,2,3
Juana Renata,Argentina,1,2
Juana Rocio,Argentina,1,1
Juana Sofia,Argentina,2,3
Juana Tini,Argentina,3,8
Juana Vicky,Argentina,2,5
Juana Victoria,Argentina,2,4
Juana Violeta,Argentina,2,3
Juana Zoe,Argentina,3,7
Juani,Argentina,3,7
Juanita,Argentina,2,3
Jul,Argentina,3,7
Juli,Argentina,3,7
Julia,Argentina,7,53
Julia Abril,Argentina,2,4
Julia Ariana,Argentina,2,4
Julia Bianca,Argentina,1,2
Julia Carolina,Argentina,2,6
Julia Catalina,Argentina,2,4
Julia Cielo,Argentina,1,1
Julia Clara,Argentina,2,5
Julia Daiana,Argentina,2,3
Julia Delfina,Argentina,1,2
Julia Emma,Argentina,2,3
Julia Francesca,Argentina,2,3
Julia Jazmin,Argentina,2,3
Julia Jessica,Argentina,2,5
Julia Lola,Argentina,2,3
Julia Luli,Argentina,2,4
Julia Luz,Argentina,3,9
Julia Macarena,Argentina,2,4
Julia Maitena,Argentina,2,6
Julia Malena,Argentina,2,6
Julia Martina,Argentina,2,5
Julia Micaela,Argentina,2,5
Julia Mili,Argentina,1,2
Julia Mora,Argentina,1,2
Julia Natalia,Argentina,2,3
Julia Nati,Argentina,2,6
Julia Olivia,Argentina,2,6
Julia Paula,Argentina,1,1
Julia Renata,Argentina,2,4
Julia Rocio,Argentina,2,4
Julia Rocío,Argentina,3,7
Julia Sabrina,Argentina,2,4
Julia Sofia,Argentina,2,3
Julia Sofía,Argentina,2,4
Julia Vicky,Argentina,2,6
Julieta,Argentina,7,43
Julieta Agustina,Argentina,2,6
Julieta Alma,Argentina,2,6
Julieta Ariadna,Argentina,2,4
Julieta Aylen,Argentina,1,2
Julieta Belen,Argentina,2,4
Julieta Bianca,Argentina,2,4
Julieta Brenda,Argentina,2,3
Julieta Camila,Argentina,2,4
Julieta Carolina,Argentina,2,6
Julieta Clara,Argentina,2,3
Julieta Daiana,Argentina,3,8
Julieta Delfina,Argentina,2,5
Julieta Emilia,Argentina,2,3
Julieta Francesca,Argentina,1,2
Julieta Guadalupe,Argentina,2,3
Julieta Isabela,Argentina,1,2
Julieta Jazmín,Argentina,1,2
Julieta Jessica,Argentina,2,6
Julieta Josefina,Argentina,2,4
Julieta Julia,Argentina,2,3
Julieta Luz,Argentina,2,3
Julieta Macarena,Argentina,2,4
Julieta Maitena,Argentina,3,8
Julieta Malena,Argentina,3,10
Julieta Maria,Argentina,2,3
Julieta Martina,Argentina,2,3
Julieta Mia,Argentina,2,5
Julieta Mili,Argentina,2,6
Julieta Noe,Argentina,2,4
Julieta Paula,Argentina,2,4
Julieta Pilar,Argentina,2,4
Julieta Renata,Argentina,2,4
Julieta Sofia,Argentina,2,3
Julieta Sofía,Argentina,2,3
Julieta Valentina,Argentina,2,5
Julii,Argentina,2,4
Juliita,Argentina,3,7
Lar,Argentina,3,7
Lara,Argentina,7,44
Lara Agustina,Argentina,1,2
Lara Alma,Argentina,2,3
Lara Antonella,Argentina,3,8
Lara Ariana,Argentina,1,2
Lara Aylén,Argentina,2,3
Lara Belén,Argentina,2,4
Lara Brenda,Argentina,2,3
Lara Candela,Argentina,2,6
Lara Carolina,Argentina,2,4
Lara Cielo,Argentina,1,1
Lara Daiana,Argentina,2,3
Lara Delfina,Argentina,2,4
Lara Emma,Argentina,2,4
Lara Francesca,Argentina,2,6
Lara Jazmín,Argentina,3,8
Lara Luli,Argentina,2,6
Lara Macarena,Argentina,1,1
Lara Malena,Argentina,2,5
Lara Maria,Argentina,1,1
Lara Martina,Argentina,2,3
Lara Mia,Argentina,2,5
Lara Mili,Argentina,2,4
Lara Mora,Argentina,2,4
Lara Mía,Argentina,2,4
Lara Nati,Argentina,3,8
Lara Noe,Argentina,2,4
Lara Olivia,Argentina,1,2
Lara Paula,Argentina,3,8
Lara Pilar,Argentina,2,3
Lara Renata,Argentina,1,2
Lara Sabrina,Argentina,2,4
Lara Sofía,Argentina,2,4
Lara Valentina,Argentina,2,3
Lara Victoria,Argentina,2,3
Lara Violeta,Argentina,1,2
Larai,Argentina,3,8
Laraita,Argentina,2,5
Lol,Argentina,3,7
Lola,Argentina,6,40
Lolai,Argentina,2,4
Lolaita,Argentina,2,3
Luc,Argentina,2,4
Luci,Argentina,3,8
Lucia,Argentina,6,39
Lucii,Argentina,2,5
Luciita,Argentina,3,11
Lucí,Argentina,2,4
