Name,Nationality,Weight,Frequency
Co,Argentina,2,5
Cr,Argentina,2,5
Cri,Argentina,2,4
Crii,Argentina,2,4
Criita,Argentina,2,3
Criito,Argentina,1,2
Cris,Argentina,7,52
Crisi,Argentina,3,10
Crisie,Argentina,2,4
Crisito,Argentina,2,3
Cristian,Argentina,1,2
Crisy,Argentina,3,7
Cs,Argentina,2,6
Ct,Argentina,2,4
Cy,Argentina,3,11
D,Argentina,2,4
Da,Argentina,2,5
Dai,Argentina,7,52
Daia,Argentina,2,4
Daiai,Argentina,2,3
Daiaita,Argentina,2,3
Daiana,Argentina,1,2
Dam,Argentina,3,7
Dami,Argentina,8,64
Damian,Argentina,2,3
Damii,Argentina,2,4
Damiie,Argentina,2,6
Damiito,Argentina,2,6
Damita,Argentina,1,1
Damito,Argentina,1,1
Damiy,Argentina,3,7
Damián,Argentina,2,3
Dan,Argentina,1,2
Dani,Argentina,2,6
Daniel,Argentina,2,5
Danii,Argentina,3,8
Daniie,Argentina,2,5
Daniito,Argentina,1,1
Danita,Argentina,2,4
Danito,Argentina,2,4
Daniy,Argentina,2,3
Dav,Argentina,2,3
Davi,Argentina,2,3
David,Argentina,2,3
Davii,Argentina,2,5
Daviie,Argentina,3,9
Daviito,Argentina,1,2
Davita,Argentina,2,3
Davito,Argentina,2,4
Daviy,Argentina,3,9
Dd,Argentina,2,5
De,Argentina,2,3
Del,Argentina,2,5
Delf,Argentina,2,3
Delfi,Argentina,7,46
Delfina,Argentina,2,5
Delfita,Argentina,3,7
Df,Argentina,2,5
Dg,Argentina,2,6
Di,Argentina,1,1
Die,Argentina,2,4
Dieg,Argentina,2,6
Diegi,Argentina,3,12
Diegito,Argentina,2,6
Diego,Argentina,2,3
Dieguito,Argentina,7,44
Diei,Argentina,2,5
Dieita,Argentina,2,4
Dieito,Argentina,2,3
Dl,Argentina,2,6
Dm,Argentina,2,4
Dn,Argentina,2,3
Do,Argentina,2,3
Dv,Argentina,2,3
Dy,Argentina,2,6
E,Argentina,2,3
Ea,Argentina,2,6
Ee,Argentina,2,5
Ei,Argentina,3,7
El,Argentina,2,6
Ele,Argentina,7,55
Elen,Argentina,2,5
Elena,Argentina,2,4
Eleni,Argentina,3,7
Elenita,Argentina,3,8
Em,Argentina,2,4
Emi,Argentina,8,68
Emii,Argentina,2,3
Emiita,Argentina,2,6
Emiito,Argentina,3,9
Emil,Argentina,2,4
Emili,Argentina,2,5
Emilia,Argentina,2,3
Emiliano,Argentina,1,2
Emilita,Argentina,2,4
Emilito,Argentina,3,7
Emm,Argentina,2,5
Emma,Argentina,2,5
Emmai,Argentina,2,6
Emmaita,Argentina,1,2
En,Argentina,2,4
Enz,Argentina,1,2
Enzi,Argentina,2,5
Enzita,Argentina,2,3
Enzito,Argentina,1,2
Enzo,Argentina,2,5
Enzoi,Argentina,3,9
Enzoito,Argentina,2,4
Eo,Argentina,2,6
Eq,Argentina,3,7
Ey,Argentina,3,7
Ez,Argentina,2,6
Eze,Argentina,7,43
Ezei,Argentina,2,4
Ezeita,Argentina,2,5
Ezeito,Argentina,2,4
Ezeq,Argentina,2,5
Ezeqi,Argentina,3,8
Ezeqie,Argentina,1,2
Ezeqito,Argentina,2,5
Ezequiel,Argentina,2,3
Ezeqy,Argentina,2,4
F,Argentina,2,3
Fa,Argentina,1,2
Fac,Argentina,2,5
Faci,Argentina,3,7
Facita,Argentina,2,6
Facito,Argentina,3,7
Facu,Argentina,8,60
Facui,Argentina,2,5
Facuito,Argentina,2,4
Facundo,Argentina,1,1
Fc,Argentina,2,4
Fd,Argentina,2,5
Fe,Argentina,3,10
Fed,Argentina,2,6
Fede,Argentina,7,46
Fedei,Argentina,2,6
Fedeito,Argentina,2,3
Federico,Argentina,2,5
Fedi,Argentina,2,6
Fedita,Argentina,2,4
Fedito,Argentina,2,5
Fi,Argentina,3,7
Flo,Argentina,2,4
Flor,Argentina,8,60
Florencia,Argentina,2,6
Flori,Argentina,3,8
Florita,Argentina,2,5
Fn,Argentina,2,3
Fo,Argentina,2,3
Fr,Argentina,2,5
Fra,Argentina,2,5
Frai,Argentina,2,4
Fraita,Argentina,2,4
Fraito,Argentina,2,4
Fran,Argentina,8,67
Francesca,Argentina,2,3
Franco,Argentina,2,3
Frani,Argentina,2,4
Franita,Argentina,1,2
Franito,Argentina,2,6
Fu,Argentina,1,2
G,Argentina,2,5
Ga,Argentina,1,2
Gab,Argentina,2,3
Gabi,Argentina,7,49
Gabita,Argentina,2,6
Gabito,Argentina,2,5
Gabr,Argentina,2,3
Gabri,Argentina,3,9
Gabrie,Argentina,2,3
Gabriel,Argentina,2,4
Gabrito,Argentina,2,5
Gabry,Argentina,2,4
Gb,Argentina,3,8
Gd,Argentina,2,4
Ge,Argentina,2,6
Gi,Argentina,2,6
Gl,Argentina,3,8
Gn,Argentina,1,2
Go,Argentina,2,5
Gon,Argentina,2,5
Goni,Argentina,3,7
Gonita,Argentina,2,6
Gonito,Argentina,2,6
Gonz,Argentina,2,3
Gonza,Argentina,8,64
Gonzalo,Argentina,2,4
Gonzi,Argentina,3,9
Gonzito,Argentina,3,8
Gr,Argentina,2,5
Gua,Argentina,2,3
Guad,Argentina,2,3
Guada,Argentina,8,61
Guadalupe,Argentina,2,4
Guadi,Argentina,3,9
Guadita,Argentina,2,4
Gui,Argentina,7,54
Guid,Argentina,1,2
Guidi,Argentina,2,3
Guidito,Argentina,2,5
Guido,Argentina,2,4
Guii,Argentina,2,5
Guiita,Argentina,2,5
Guiito,Argentina,1,2
Gy,Argentina,2,5
Gz,Argentina,2,4
I,Argentina,2,3
Ia,Argentina,3,8
Ib,Argentina,2,4
Ign,Argentina,2,4
Igna,Argentina,3,8
Ignacio,Argentina,2,4
Ignai,Argentina,2,4
Ignaito,Argentina,2,3
Igni,Argentina,2,5
Ignita,Argentina,2,6
Ignito,Argentina,2,4
Ii,Argentina,2,3
In,Argentina,3,7
Io,Argentina,3,8
Isa,Argentina,7,51
Isab,Argentina,1,2
Isabela,Argentina,3,7
Isabella,Argentina,1,1
Isabi,Argentina,2,6
Isabita,Argentina,3,8
Iva,Argentina,2,3
Ivai,Argentina,3,7
Ivaita,Argentina,2,6
Ivaito,Argentina,2,4
Ivan,Argentina,2,4
Ivani,Argentina,3,8
Ivanito,Argentina,2,6
Ivi,Argentina,8,60
Ivá,Argentina,2,3
Ivái,Argentina,2,5
Iváita,Argentina,2,4
Iváito,Argentina,2,3
Iván,Argentina,2,4
Iváni,Argentina,3,8
Ivánito,Argentina,3,8
Iá,Argentina,2,3
J,Argentina,2,4
Ja,Argentina,2,4
Jaz,Argentina,7,50
Jazm,Argentina,3,8
Jazmi,Argentina,3,8
Jazmie,Argentina,2,4
Jazmin,Argentina,2,6
Jazmita,Argentina,3,8
Jazmy,Argentina,2,6
Jazmín,Argentina,2,5
Je,Argentina,2,4
Jes,Argentina,2,3
Jess,Argentina,2,6
Jessi,Argentina,3,9
Jessica,Argentina,2,4
Jessita,Argentina,2,5
Ji,Argentina,3,9
Jl,Argentina,2,4
Jm,Argentina,1,1
Jn,Argentina,2,3
Jo,Argentina,2,4
Joa,Argentina,2,3
Joaco,Argentina,7,51
Joai,Argentina,2,6
Joaita,Argentina,2,3
Joaito,Argentina,2,3
Joaq,Argentina,3,8
Joaqi,Argentina,2,6
Joaqie,Argentina,2,3
Joaqito,Argentina,2,4
Joaquin,Argentina,2,4
Joaquín,Argentina,1,2
Joaqy,Argentina,2,5
Jos,Argentina,2,4
Jose,Argentina,8,59
Josefina,Argentina,1,2
Josei,Argentina,2,6
Joseita,Argentina,2,4
Jq,Argentina,2,3
Js,Argentina,2,4
Jua,Argentina,2,5
Juai,Argentina,3,7
Juaita,Argentina,2,3
Juaito,Argentina,2,5
Juampa,Argentina,7,46
Juan,Argentina,3,7
Juana,Argentina,2,3
Juanca,Argentina,7,47
Juani,Argentina,9,81
Juanita,Argentina,3,9
Juanito,Argentina,2,3
Juanpi,Argentina,8,63
Jul,Argentina,2,6
Juli,Argentina,7,50
Julia,Argentina,2,3
Julian,Argentina,2,3
Julieta,Argentina,2,3
Julii,Argentina,2,6
Juliie,Argentina,3,7
Juliita,Argentina,1,2
Juliito,Argentina,2,5
Julita,Argentina,2,4
Julito,Argentina,3,7
Juliy,Argentina,1,1
Julián,Argentina,2,4
Jy,Argentina,2,5
Jz,Argentina,2,3
K,Argentina,2,6
Ke,Argentina,2,3
Kev,Argentina,7,51
Kevi,Argentina,1,2
Kevii,Argentina,2,5
Keviie,Argentina,2,6
Keviito,Argentina,2,4
Kevin,Argentina,2,5
Kevita,Argentina,3,7
Kevito,Argentina,2,6
Keviy,Argentina,2,6
Ki,Argentina,2,3
Kn,Argentina,2,4
Ko,Argentina,1,2
Kv,Argentina,3,7
Ky,Argentina,2,5
L,Argentina,2,5
La,Argentina,1,2
Lar,Argentina,2,4
Lara,Argentina,1,2
Larai,Argentina,3,10
Laraita,Argentina,3,11
Lari,Argentina,8,60
Lau,Argentina,2,3
Laui,Argentina,2,5
Lauita,Argentina,3,7
Lauito,Argentina,2,3
Laut,Argentina,2,3
Lautaro,Argentina,2,5
Lauti,Argentina,8,63
Lautito,Argentina,2,4
Lc,Argentina,2,5
Le,Argentina,2,3
Lea,Argentina,3,8
Leai,Argentina,2,4
Leaita,Argentina,1,2
Leaito,Argentina,2,5
Lean,Argentina,7,46
Leandro,Argentina,1,1
Leani,Argentina,2,3
Leanito,Argentina,2,5
Leo,Argentina,8,68
Lh,Argentina,2,5
Li,Argentina,3,8
Lio,Argentina,2,4
Lioi,Argentina,2,3
Lioita,Argentina,2,3
Lioito,Argentina,2,4
Lion,Argentina,2,6
Lionel,Argentina,3,8
Lioni,Argentina,2,5
Lionie,Argentina,2,4
Lionito,Argentina,2,6
Liony,Argentina,3,8
Lis,Argentina,2,5
Lisa,Argentina,2,5
Lisai,Argentina,3,10
Lisaito,Argentina,2,6
Lisan,Argentina,8,65
Lisandro,Argentina,3,8
Lisi,Argentina,2,6
Lisita,Argentina,2,6
Lisito,Argentina,2,4
Ll,Argentina,2,3
Ln,Argentina,3,7
Lo,Argentina,2,4
Lol,Argentina,3,9
Lola,Argentina,2,3
Lolai,Argentina,3,9
Lolaita,Argentina,2,4
Loli,Argentina,8,57
Lr,Argentina,2,5
Ls,Argentina,2,4
Lt,Argentina,1,1
Lu,Argentina,2,5
Luc,Argentina,2,6
Luca,Argentina,7,49
Lucai,Argentina,3,8
Lucaie,Argentina,2,6
Lucaito,Argentina,2,6
Lucas,Argentina,2,6
Lucay,Argentina,3,9
Luch,Argentina,2,4
Luchi,Argentina,2,5
Luchito,Argentina,2,3
Lucho,Argentina,7,52
Luci,Argentina,3,8
Lucia,Argentina,2,6
Luciano,Argentina,1,2
Lucii,Argentina,1,2
Luciita,Argentina,2,6
Luciito,Argentina,3,7
Lucita,Argentina,1,1
Lucito,Argentina,2,3
Lucí,Argentina,2,6
Lucía,Argentina,2,5
Lucíi,Argentina,1,1
Lucíita,Argentina,2,3
Lul,Argentina,2,5
Luli,Argentina,2,6
Lulii,Argentina,2,3
Luliita,Argentina,2,6
Luz,Argentina,7,55
Ly,Argentina,2,5
Lz,Argentina,2,4
Lí,Argentina,2,6
M,Argentina,2,3
Ma,Argentina,3,7
Mac,Argentina,2,4
Maca,Argentina,7,53
Macai,Argentina,3,8
Macaita,Argentina,2,5
Macarena,Argentina,2,4
Mai,Argentina,8,59
Maia,Argentina,1,2
Maiai,Argentina,2,5
Maiaita,Argentina,3,7
Mait,Argentina,2,3
Maitena,Argentina,1,1
Maiti,Argentina,2,5
Maitita,Argentina,2,5
Mal,Argentina,1,2
Male,Argentina,8,63
Malei,Argentina,2,3
Maleita,Argentina,2,6
Malena,Argentina,2,5
Mar,Argentina,2,4
Mari,Argentina,8,61
Maria,Argentina,2,6
Mariano,Argentina,1,1
Marii,Argentina,3,7
Mariita,Argentina,2,4
Mariito,Argentina,3,8
Marita,Argentina,1,1
Marito,Argentina,2,4
Mart,Argentina,2,5
Marti,Argentina,8,61
Martie,Argentina,3,8
Martin,Argentina,1,2
Martina,Argentina,3,7
Martita,Argentina,2,3
Martito,Argentina,2,6
Martu,Argentina,7,55
Marty,Argentina,2,5
Martín,Argentina,2,5
Mat,Argentina,2,4
Mate,Argentina,2,4
Matei,Argentina,2,4
Mateito,Argentina,2,3
Mateo,Argentina,2,6
Mati,Argentina,7,55
Matias,Argentina,2,6
Matii,Argentina,2,6
Matiie,Argentina,2,4
Matiito,Argentina,3,8
Matita,Argentina,2,3
Matito,Argentina,2,5
Matiy,Argentina,2,5
Matí,Argentina,2,4
Matías,Argentina,2,5
Matíi,Argentina,3,7
Matíie,Argentina,2,4
Matíito,Argentina,2,4
Matíy,Argentina,2,6
Mau,Argentina,2,3
Maui,Argentina,2,3
Mauita,Argentina,2,4
Mauito,Argentina,2,5
Maur,Argentina,3,9
Mauri,Argentina,7,49
Maurito,Argentina,2,5
Mauro,Argentina,3,9
Max,Argentina,3,7
Maxi,Argentina,8,70
Maxii,Argentina,2,5
Maxiito,Argentina,2,4
Maximo,Argentina,2,5
Maxita,Argentina,2,5
Maxito,Argentina,3,7
Mc,Argentina,1,2
Me,Argentina,2,4
Mer,Argentina,2,3
Merc,Argentina,3,7
Merca,Argentina,7,47
Mercedes,Argentina,2,5
Merci,Argentina,3,7
Mercie,Argentina,1,2
Mercita,Argentina,1,2
Mercy,Argentina,1,2
Mi,Argentina,3,8
Mia,Argentina,2,5
Mic,Argentina,2,3
Mica,Argentina,7,47
Micaela,Argentina,2,5
Micai,Argentina,3,7
Micaita,Argentina,2,3
Mil,Argentina,2,6
Mila,Argentina,2,3
Milagros,Argentina,3,7
Milai,Argentina,3,7
Milaie,Argentina,2,4
Milaita,Argentina,2,4
Milay,Argentina,3,8
Mili,Argentina,8,59
Milii,Argentina,3,9
Miliita,Argentina,2,6
Ml,Argentina,2,5
Mn,Argentina,2,4
Mo,Argentina,3,8
Mor,Argentina,1,2
Mora,Argentina,7,49
Morai,Argentina,3,7
Moraita,Argentina,2,4
Mr,Argentina,1,2
Ms,Argentina,1,2
Mt,Argentina,2,6
Mu,Argentina,2,4
Mx,Argentina,1,2
My,Argentina,3,7
Máx,Argentina,3,7
Máxi,Argentina,1,1
Máxii,Argentina,2,5
Máxiito,Argentina,1,2
Máximo,Argentina,2,5
Máxita,Argentina,3,8
Máxito,Argentina,2,5
Mí,Argentina,2,4
Mía,Argentina,2,6
N,Argentina,2,5
Na,Argentina,2,5
Nac,Argentina,2,6
Nach,Argentina,2,4
Nachi,Argentina,2,3
Nachito,Argentina,2,5
Nacho,Argentina,8,64
Naci,Argentina,2,5
Nacita,Argentina,1,2
Nacito,Argentina,2,6
Nah,Argentina,3,9
Nahi,Argentina,2,5
Nahita,Argentina,2,6
Nahito,Argentina,2,5
Nahu,Argentina,7,43
Nahuel,Argentina,2,4
Nahui,Argentina,2,4
Nahuie,Argentina,1,1
Nahuito,Argentina,2,5
Nahuy,Argentina,2,6
Nat,Argentina,3,9
Nata,Argentina,2,3
Natai,Argentina,2,3
Nataita,Argentina,2,5
Natalia,Argentina,1,2
Nati,Argentina,8,66
Natii,Argentina,2,5
Natiita,Argentina,2,4
Nc,Argentina,2,4
Ne,Argentina,2,4
Nh,Argentina,2,4
Ni,Argentina,3,7
Nic,Argentina,2,3
Nici,Argentina,3,7
Nicita,Argentina,2,4
Nicito,Argentina,2,4
Nico,Argentina,8,63
Nicoi,Argentina,2,5
Nicoie,Argentina,2,3
Nicoito,Argentina,3,8
Nicolas,Argentina,2,3
Nicolás,Argentina,2,4
Nicoy,Argentina,2,4
Nl,Argentina,2,6
No,Argentina,2,4
Noe,Argentina,7,48
Noel,Argentina,3,7
Noeli,Argentina,3,9
Noelia,Argentina,1,2
Noelita,Argentina,2,4
Ns,Argentina,1,2
Nt,Argentina,2,6
Nu,Argentina,2,5
Ny,Argentina,2,4
O,Argentina,3,8
Oa,Argentina,2,3
Oc,Argentina,2,6
Oe,Argentina,2,6
Oi,Argentina,3,9
Oli,Argentina,2,4
Oliv,Argentina,2,6
Olivi,Argentina,3,7
Olivia,Argentina,2,5
Olivita,Argentina,2,3
Oo,Argentina,2,3
Or,Argentina,2,5
Osc,Argentina,2,6
Osca,Argentina,2,6
Oscai,Argentina,2,5
Oscaie,Argentina,2,3
Oscaito,Argentina,3,9
Oscar,Argentina,2,4
Oscay,Argentina,3,10
Osci,Argentina,2,5
Oscita,Argentina,1,2
Oscito,Argentina,2,3
Ov,Argentina,2,3
Oy,Argentina,3,9
P,Argentina,3,7
Pa,Argentina,1,2
Pab,Argentina,3,7
Pabi,Argentina,2,6
Pabita,Argentina,2,3
Pabito,Argentina,2,5
Pabl,Argentina,2,4
Pabli,Argentina,7,52
Pablito,Argentina,2,5
Pablo,Argentina,2,5
Pau,Argentina,8,63
Paul,Argentina,2,4
Paula,Argentina,2,3
Pauli,Argentina,2,3
Paulita,Argentina,2,5
Pb,Argentina,3,9
Pe,Argentina,2,5
Pi,Argentina,3,7
Pil,Argentina,1,2
Pila,Argentina,3,12
Pilai,Argentina,1,2
Pilaie,Argentina,2,4
Pilaita,Argentina,2,5
Pilar,Argentina,3,7
Pilay,Argentina,2,5
Pili,Argentina,8,67
Pl,Argentina,2,6
Po,Argentina,3,8
Pr,Argentina,2,5
Pu,Argentina,2,4
Py,Argentina,2,5
R,Argentina,2,5
Ra,Argentina,2,3
Ram,Argentina,1,2
Rami,Argentina,8,64
Ramii,Argentina,2,6
Ramiito,Argentina,3,8
Ramiro,Argentina,2,4
Ramita,Argentina,2,6
Ramito,Argentina,2,4
Rc,Argentina,2,6
Rd,Argentina,2,3
Ren,Argentina,2,3
Rena,Argentina,7,56
Renai,Argentina,2,6
Renaita,Argentina,2,6
Renata,Argentina,2,3
Ri,Argentina,2,4
Ric,Argentina,2,5
Rica,Argentina,2,6
Ricai,Argentina,3,9
Ricaito,Argentina,2,6
Ricardo,Argentina,2,3
Rici,Argentina,2,6
Ricita,Argentina,2,5
Ricito,Argentina,2,6
Rm,Argentina,1,2
Rn,Argentina,2,3
Ro,Argentina,2,5
Roc,Argentina,2,5
Rochi,Argentina,8,72
Roci,Argentina,2,5
Rocii,Argentina,2,6
Rociita,Argentina,2,4
Rocio,Argentina,3,10
Rocí,Argentina,2,5
Rocíi,Argentina,2,6
Rocíita,Argentina,2,4
Rocío,Argentina,2,6
Rod,Argentina,2,4
Rodi,Argentina,8,58
Rodita,Argentina,2,6
Rodito,Argentina,3,9
Rodr,Argentina,2,3
Rodri,Argentina,2,3
Rodrigo,Argentina,1,2
Rodrito,Argentina,2,4
Rr,Argentina,3,7
Rí,Argentina,2,5
S,Argentina,2,4
Sa,Argentina,2,3
Sab,Argentina,1,2
Sabr,Argentina,3,8
Sabri,Argentina,8,63
Sabrina,Argentina,2,4
Sabrita,Argentina,2,3
Sam,Argentina,2,5
Sami,Argentina,1,2
Samita,Argentina,2,4
Samito,Argentina,2,3
Samu,Argentina,3,9
Samuel,Argentina,2,5
Samui,Argentina,1,1
Samuie,Argentina,2,5
Samuito,Argentina,2,5
Samuy,Argentina,2,6
San,Argentina,2,5
Sani,Argentina,2,4
Sanita,Argentina,2,3
Sanito,Argentina,2,6
Sant,Argentina,2,3
Santi,Argentina,8,59
Santiago,Argentina,2,5
Santito,Argentina,2,4
Sb,Argentina,2,6
Se,Argentina,2,3
Ser,Argentina,2,5
Serg,Argentina,3,9
Sergi,Argentina,8,60
Sergio,Argentina,2,3
Sergito,Argentina,2,5
Seri,Argentina,2,5
Serita,Argentina,2,5
Serito,Argentina,2,3
Sf,Argentina,2,4
Sg,Argentina,2,6
Si,Argentina,3,7
Sim,Argentina,2,5
Simi,Argentina,2,5
Simita,Argentina,2,3
Simito,Argentina,3,7
Simo,Argentina,8,63
Simoi,Argentina,2,5
Simoie,Argentina,2,3
Simoito,Argentina,2,4
Simon,Argentina,2,5
Simoy,Argentina,2,5
Simó,Argentina,2,4
Simói,Argentina,3,10
Simóie,Argentina,3,9
Simóito,Argentina,2,3
Simón,Argentina,2,5
Simóy,Argentina,3,10
Sl,Argentina,2,6
Sm,Argentina,2,4
Sn,Argentina,2,6
So,Argentina,2,6
Sof,Argentina,2,6
Sofi,Argentina,9,78
Sofia,Argentina,2,5
Sofii,Argentina,2,3
Sofiita,Argentina,2,3
Sofí,Argentina,2,5
Sofía,Argentina,2,5
Sofíi,Argentina,2,5
Sofíita,Argentina,4,13
Sol,Argentina,2,4
Sole,Argentina,7,54
Sr,Argentina,2,3
St,Argentina,2,5
Su,Argentina,3,7
Sy,Argentina,1,2
Sí,Argentina,2,5
Só,Argentina,3,9
T,Argentina,1,2
Ta,Argentina,2,5
Tb,Argentina,2,5
Te,Argentina,2,6
Thi,Argentina,8,59
Thia,Argentina,2,6
Thiago,Argentina,2,6
Thiai,Argentina,3,7
Thiaito,Argentina,1,1
Thii,Argentina,2,5
Thiita,Argentina,3,9
Thiito,Argentina,2,5
Ti,Argentina,3,8
Tin,Argentina,2,6
Tini,Argentina,2,3
Tinii,Argentina,3,7
Tiniita,Argentina,2,3
Tm,Argentina,3,9
Tn,Argentina,3,7
To,Argentina,1,2
Tob,Argentina,1,1
Tobi,Argentina,8,68
Tobias,Argentina,2,5
Tobii,Argentina,2,5
Tobiie,Argentina,2,6
Tobiito,Argentina,2,4
Tobita,Argentina,3,7
Tobito,Argentina,2,5
Tobiy,Argentina,2,4
Tobí,Argentina,2,5
Tobías,Argentina,2,4
Tobíi,Argentina,2,6
Tobíie,Argentina,2,5
Tobíito,Argentina,1,2
Tobíy,Argentina,2,4
Tom,Argentina,2,4
Toma,Argentina,2,3
Tomai,Argentina,2,4
Tomaie,Argentina,2,5
Tomaito,Argentina,2,3
Tomas,Argentina,2,5
Tomay,Argentina,1,2
Tomi,Argentina,8,67
Tomii,Argentina,3,7
Tomiito,Argentina,2,5
Tomita,Argentina,2,3
Tomito,Argentina,2,4
Tomá,Argentina,2,5
Tomái,Argentina,1,1
Tomáie,Argentina,2,4
Tomáito,Argentina,1,2
Tomás,Argentina,1,2
Tomáy,Argentina,2,3
Ts,Argentina,2,5
Ty,Argentina,2,3
Tá,Argentina,2,5
Tí,Argentina,2,6
V,Argentina,2,5
Va,Argentina,2,6
Val,Argentina,2,3
Vale,Argentina,3,8
Valei,Argentina,2,6
Valeie,Argentina,2,5
